product_id,quantity_sold,sale_date,total_amount
2545,5,2024-12-20,500
2546,1,2024-12-21,100
2547,2,2024-12-22,200
2548,3,2024-12-23,300
2549,4,2024-12-24,400
2550,5,2024-12-25,500
,1,2024-12-26,100
2552,2,2024-12-27,200
2553,3,2024-12-28,
2554,,2024-12-29,100
2555,5,2024-12-30,500
2556,1,2024-01-01,100
2557,2,2024-01-02,200
2558,3,2024-01-03,300
2559,4,2024-01-04,400
2560,5,2024-01-05,500
2561,1,2024-01-06,100
2562,2,2024-01-07,200
2563,3,2024-01-08,300
2564,4,2024-01-09,400
2565,5,2024-01-10,500
2566,1,2024-01-11,100
2567,2,2024-01-12,200
,3,2024-01-13,300
2569,4,2024-01-14,400
2570,5,2024-01-15,500
2571,1,2024-01-16,100
2572,2,2024-01-17,200
2573,3,2024-01-18,300
2574,4,2024-01-19,400
2575,5,2024-01-20,500
2576,1,2024-01-21,100
2577,,2024-01-22,100
2578,3,2024-01-23,300
2579,4,2024-01-24,400
2580,5,2024-01-25,500
2581,1,2024-01-26,100
2582,2,2024-01-27,
2583,3,2024-01-28,300
2584,4,2024-01-29,400
,5,2024-01-30,500
2586,1,2024-01-31,100
2587,2,2024-02-01,200
2588,3,2024-02-02,300
2589,4,2024-02-03,400
2590,5,2024-02-04,500
2591,1,2024-02-05,100
2592,2,2024-02-06,200
2593,3,2024-02-07,300
2594,4,2024-02-08,400
2595,5,2024-02-09,500
2596,1,2024-02-10,100
2597,2,2024-02-11,200
2598,3,2024-02-12,300
2599,4,2024-02-13,400
2600,,2024-02-14,100
2601,1,2024-02-15,100
,2,2024-02-16,200
2603,3,2024-02-17,300
2604,4,2024-02-18,400
2605,5,2024-02-19,500
2606,1,2024-02-20,100
2607,2,2024-02-21,200
2608,3,2024-02-22,300
2609,4,2024-02-23,400
2610,5,2024-02-24,500
2611,1,2024-02-25,
2612,2,2024-02-26,200
2613,3,2024-02-27,300
2614,4,2024-02-28,400
2615,5,2024-02-29,500
2616,1,2024-03-01,100
2617,2,2024-03-02,200
2618,3,2024-03-03,300
,4,2024-03-04,400
2620,5,2024-03-05,500
2621,1,2024-03-06,100
2622,2,2024-03-07,200
2623,,2024-03-08,100
2624,4,2024-03-09,400
2625,5,2024-03-10,500
2626,1,2024-03-11,100
2627,2,2024-03-12,200
2628,3,2024-03-13,300
2629,4,2024-03-14,400
2630,5,2024-03-15,500
2631,1,2024-03-16,100
2632,2,2024-03-17,200
2633,3,2024-03-18,300
2634,4,2024-03-19,400
2635,5,2024-03-20,500
,1,2024-03-21,100
2637,2,2024-03-22,200
2638,3,2024-03-23,300
2639,4,2024-03-24,400
2640,5,2024-03-25,
2641,1,2024-03-26,100
2642,2,2024-03-27,200
2643,3,2024-03-28,300
2644,4,2024-03-29,400
2645,5,2024-03-30,500
2646,,2024-03-31,100
2647,2,2024-04-01,200
2648,3,2024-04-02,300
2649,4,2024-04-03,400
2650,5,2024-04-04,500
2651,1,2024-04-05,100
2652,2,2024-04-06,200
,3,2024-04-07,300
2654,4,2024-04-08,400
2655,5,2024-04-09,500
2656,1,2024-04-10,100
2657,2,2024-04-11,200
2658,3,2024-04-12,300
2659,4,2024-04-13,400
2660,5,2024-04-14,500
2661,1,2024-04-15,100
2662,2,2024-04-16,200
2663,3,2024-04-17,300
2664,4,2024-04-18,400
2665,5,2024-04-19,500
2666,1,2024-04-20,100
2667,2,2024-04-21,200
2668,3,2024-04-22,300
2669,,2024-04-23,
,5,2024-04-24,500
2671,1,2024-04-25,100
2672,2,2024-04-26,200
2673,3,2024-04-27,300
2674,4,2024-04-28,400
2675,5,2024-04-29,500
2676,1,2024-04-30,100
2677,2,2024-05-01,200
2678,3,2024-05-02,300
2679,4,2024-05-03,400
2680,5,2024-05-04,500
2681,1,2024-05-05,100
2682,2,2024-05-06,200
2683,3,2024-05-07,300
2684,4,2024-05-08,400
2685,5,2024-05-09,500
2686,1,2024-05-10,100
,2,2024-05-11,200
2688,3,2024-05-12,300
2689,4,2024-05-13,400
2690,5,2024-05-14,500
2691,1,2024-05-15,100
2692,,2024-05-16,100
2693,3,2024-05-17,300
2694,4,2024-05-18,400
2695,5,2024-05-19,500
2696,1,2024-05-20,100
2697,2,2024-05-21,200
2698,3,2024-05-22,
2699,4,2024-05-23,400
2700,5,2024-05-24,500
2701,1,2024-05-25,100
2702,2,2024-05-26,200
2703,3,2024-05-27,300
,4,2024-05-28,400
2705,5,2024-05-29,500
2706,1,2024-05-30,100
2707,2,2024-05-31,200
2708,3,2024-06-01,300
2709,4,2024-06-02,400
2710,5,2024-06-03,500
2711,1,2024-06-04,100
2712,2,2024-06-05,200
2713,3,2024-06-06,300
2714,4,2024-06-07,400
2715,,2024-06-08,100
2716,1,2024-06-09,100
2717,2,2024-06-10,200
2718,3,2024-06-11,300
2719,4,2024-06-12,400
2720,5,2024-06-13,500
,1,2024-06-14,100
2722,2,2024-06-15,200
2723,3,2024-06-16,300
2724,4,2024-06-17,400
2725,5,2024-06-18,500
2726,1,2024-06-19,100
2727,2,2024-06-20,
2728,3,2024-06-21,300
2729,4,2024-06-22,400
2730,5,2024-06-23,500
2731,1,2024-06-24,100
2732,2,2024-06-25,200
2733,3,2024-06-26,300
2734,4,2024-06-27,400
2735,5,2024-06-28,500
2736,1,2024-06-29,100
2737,2,2024-06-30,200
,,2024-07-01,100
2739,4,2024-07-02,400
2740,5,2024-07-03,500
2741,1,2024-07-04,100
2742,2,2024-07-05,200
2743,3,2024-07-06,300
2744,4,2024-07-07,400
2745,5,2024-07-08,500
2746,1,2024-07-09,100
2747,2,2024-07-10,200
2748,3,2024-07-11,300
2749,4,2024-07-12,400
2750,5,2024-07-13,500
2751,1,2024-07-14,100
2752,2,2024-07-15,200
2753,3,2024-07-16,300
2754,4,2024-07-17,400
,5,2024-07-18,500
2756,1,2024-07-19,
2757,2,2024-07-20,200
2758,3,2024-07-21,300
2759,4,2024-07-22,400
2760,5,2024-07-23,500
2761,,2024-07-24,100
2762,2,2024-07-25,200
2763,3,2024-07-26,300
2764,4,2024-07-27,400
2765,5,2024-07-28,500
2766,1,2024-07-29,100
2767,2,2024-07-30,200
2768,3,2024-07-31,300
2769,4,2024-08-01,400
2770,5,2024-08-02,500
2771,1,2024-08-03,100
,2,2024-08-04,200
2773,3,2024-08-05,300
2774,4,2024-08-06,400
2775,5,2024-08-07,500
2776,1,2024-08-08,100
2777,2,2024-08-09,200
2778,3,2024-08-10,300
2779,4,2024-08-11,400
2780,5,2024-08-12,500
2781,1,2024-08-13,100
2782,2,2024-08-14,200
2783,3,2024-08-15,300
2784,,2024-08-16,100
2785,5,2024-08-17,
2786,1,2024-08-18,100
2787,2,2024-08-19,200
2788,3,2024-08-20,300
,4,2024-08-21,400
2790,5,2024-08-22,500
2791,1,2024-08-23,100
2792,2,2024-08-24,200
2793,3,2024-08-25,300
2794,4,2024-08-26,400
2795,5,2024-08-27,500
2796,1,2024-08-28,100
2797,2,2024-08-29,200
2798,3,2024-08-30,300
2799,4,2024-08-31,400
2800,5,2024-09-01,500
2801,1,2024-09-02,100
2802,2,2024-09-03,200
2803,3,2024-09-04,300
2804,4,2024-09-05,400
2805,5,2024-09-06,500
,1,2024-09-07,100
2807,,2024-09-08,100
2808,3,2024-09-09,300
2809,4,2024-09-10,400
2810,5,2024-09-11,500
2811,1,2024-09-12,100
2812,2,2024-09-13,200
2813,3,2024-09-14,300
2814,4,2024-09-15,
2815,5,2024-09-16,500
2816,1,2024-09-17,100
2817,2,2024-09-18,200
2818,3,2024-09-19,300
2819,4,2024-09-20,400
2820,5,2024-09-21,500
2821,1,2024-09-22,100
2822,2,2024-09-23,200
,3,2024-09-24,300
2824,4,2024-09-25,400
2825,5,2024-09-26,500
2826,1,2024-09-27,100
2827,2,2024-09-28,200
2828,3,2024-09-29,300
2829,4,2024-09-30,400
2830,,2024-10-01,100
2831,1,2024-10-02,100
2832,2,2024-10-03,200
2833,3,2024-10-04,300
2834,4,2024-10-05,400
2835,5,2024-10-06,500
2836,1,2024-10-07,100
2837,2,2024-10-08,200
2838,3,2024-10-09,300
2839,4,2024-10-10,400
,5,2024-10-11,500
2841,1,2024-10-12,100
2842,2,2024-10-13,200
2843,3,2024-10-14,
2844,4,2024-10-15,400
2845,5,2024-10-16,500
2846,1,2024-10-17,100
2847,2,2024-10-18,200
2848,3,2024-10-19,300
2849,4,2024-10-20,400
2850,5,2024-10-21,500
2851,1,2024-10-22,100
2852,2,2024-10-23,200
2853,,2024-10-24,100
2854,4,2024-10-25,400
2855,5,2024-10-26,500
2856,1,2024-10-27,100
,2,2024-10-28,200
2858,3,2024-10-29,300
2859,4,2024-10-30,400
2860,5,2024-10-31,500
2861,1,2024-11-01,100
2862,2,2024-11-02,200
2863,3,2024-11-03,300
2864,4,2024-11-04,400
2865,5,2024-11-05,500
2866,1,2024-11-06,100
2867,2,2024-11-07,200
2868,3,2024-11-08,300
2869,4,2024-11-09,400
2870,5,2024-11-10,500
2871,1,2024-11-11,100
2872,2,2024-11-12,
2873,3,2024-11-13,300
,4,2024-11-14,400
2875,5,2024-11-15,500
2876,,2024-11-16,100
2877,2,2024-11-17,200
2878,3,2024-11-18,300
2879,4,2024-11-19,400
2880,5,2024-11-20,500
2881,1,2024-11-21,100
2882,2,2024-11-22,200
2883,3,2024-11-23,300
2884,4,2024-11-24,400
2885,5,2024-11-25,500
2886,1,2024-11-26,100
2887,2,2024-11-27,200
2888,3,2024-11-28,300
2889,4,2024-11-29,400
2890,5,2024-11-30,500
,1,2024-12-01,100
2892,2,2024-12-02,200
2893,3,2024-12-03,300
2894,4,2024-12-04,400
2895,5,2024-12-05,500
2896,1,2024-12-06,100
2897,2,2024-12-07,200
2898,3,2024-12-08,300
2899,,2024-12-09,100
2900,5,2024-12-10,500
2901,1,2024-12-11,
2902,2,2024-12-12,200
2903,3,2024-12-13,300
2904,4,2024-12-14,400
2905,5,2024-12-15,500
2906,1,2024-12-16,100
2907,2,2024-12-17,200
,3,2024-12-18,300
2909,4,2024-12-19,400
2910,5,2024-12-20,500
2911,1,2024-12-21,100
2912,2,2024-12-22,200
2913,3,2024-12-23,300
2914,4,2024-12-24,400
2915,5,2024-12-25,500
2916,1,2024-12-26,100
2917,2,2024-12-27,200
2918,3,2024-12-28,300
2919,4,2024-12-29,400
2920,5,2024-12-30,500
2921,1,2024-01-01,100
2922,,2024-01-02,100
2923,3,2024-01-03,300
2924,4,2024-01-04,400
,5,2024-01-05,500
2926,1,2024-01-06,100
2927,2,2024-01-07,200
2928,3,2024-01-08,300
2929,4,2024-01-09,400
2930,5,2024-01-10,
2931,1,2024-01-11,100
2932,2,2024-01-12,200
2933,3,2024-01-13,300
2934,4,2024-01-14,400
2935,5,2024-01-15,500
2936,1,2024-01-16,100
2937,2,2024-01-17,200
2938,3,2024-01-18,300
2939,4,2024-01-19,400
2940,5,2024-01-20,500
2941,1,2024-01-21,100
,2,2024-01-22,200
2943,3,2024-01-23,300
2944,4,2024-01-24,400
2945,,2024-01-25,100
2946,1,2024-01-26,100
2947,2,2024-01-27,200
2948,3,2024-01-28,300
2949,4,2024-01-29,400
2950,5,2024-01-30,500
2951,1,2024-01-31,100
2952,2,2024-02-01,200
2953,3,2024-02-02,300
2954,4,2024-02-03,400
2955,5,2024-02-04,500
2956,1,2024-02-05,100
2957,2,2024-02-06,200
2958,3,2024-02-07,300
,4,2024-02-08,
2960,5,2024-02-09,500
2961,1,2024-02-10,100
2962,2,2024-02-11,200
2963,3,2024-02-12,300
2964,4,2024-02-13,400
2965,5,2024-02-14,500
2966,1,2024-02-15,100
2967,2,2024-02-16,200
2968,,2024-02-17,100
2969,4,2024-02-18,400
2970,5,2024-02-19,500
2971,1,2024-02-20,100
2972,2,2024-02-21,200
2973,3,2024-02-22,300
2974,4,2024-02-23,400
2975,5,2024-02-24,500
,1,2024-02-25,100
2977,2,2024-02-26,200
2978,3,2024-02-27,300
2979,4,2024-02-28,400
2980,5,2024-02-29,500
2981,1,2024-03-01,100
2982,2,2024-03-02,200
2983,3,2024-03-03,300
2984,4,2024-03-04,400
2985,5,2024-03-05,500
2986,1,2024-03-06,100
2987,2,2024-03-07,200
2988,3,2024-03-08,
2989,4,2024-03-09,400
2990,5,2024-03-10,500
2991,,2024-03-11,100
2992,2,2024-03-12,200
,3,2024-03-13,300
2994,4,2024-03-14,400
2995,5,2024-03-15,500
2996,1,2024-03-16,100
2997,2,2024-03-17,200
2998,3,2024-03-18,300
2999,4,2024-03-19,400
3000,5,2024-03-20,500
3001,1,2024-03-21,100
3002,2,2024-03-22,200
3003,3,2024-03-23,300
3004,4,2024-03-24,400
3005,5,2024-03-25,500
3006,1,2024-03-26,100
3007,2,2024-03-27,200
3008,3,2024-03-28,300
3009,4,2024-03-29,400
,5,2024-03-30,500
3011,1,2024-03-31,100
3012,2,2024-04-01,200
3013,3,2024-04-02,300
3014,,2024-04-03,100
3015,5,2024-04-04,500
3016,1,2024-04-05,100
3017,2,2024-04-06,
3018,3,2024-04-07,300
3019,4,2024-04-08,400
3020,5,2024-04-09,500
3021,1,2024-04-10,100
3022,2,2024-04-11,200
3023,3,2024-04-12,300
3024,4,2024-04-13,400
3025,5,2024-04-14,500
3026,1,2024-04-15,100
,2,2024-04-16,200
3028,3,2024-04-17,300
3029,4,2024-04-18,400
3030,5,2024-04-19,500
3031,1,2024-04-20,100
3032,2,2024-04-21,200
3033,3,2024-04-22,300
3034,4,2024-04-23,400
3035,5,2024-04-24,500
3036,1,2024-04-25,100
3037,,2024-04-26,100
3038,3,2024-04-27,300
3039,4,2024-04-28,400
3040,5,2024-04-29,500
3041,1,2024-04-30,100
3042,2,2024-05-01,200
3043,3,2024-05-02,300
,4,2024-05-03,400
3045,5,2024-05-04,500
3046,1,2024-05-05,
3047,2,2024-05-06,200
3048,3,2024-05-07,300
3049,4,2024-05-08,400
3050,5,2024-05-09,500
3051,1,2024-05-10,100
3052,2,2024-05-11,200
3053,3,2024-05-12,300
3054,4,2024-05-13,400
3055,5,2024-05-14,500
3056,1,2024-05-15,100
3057,2,2024-05-16,200
3058,3,2024-05-17,300
3059,4,2024-05-18,400
3060,,2024-05-19,100
,1,2024-05-20,100
3062,2,2024-05-21,200
3063,3,2024-05-22,300
3064,4,2024-05-23,400
3065,5,2024-05-24,500
3066,1,2024-05-25,100
3067,2,2024-05-26,200
3068,3,2024-05-27,300
3069,4,2024-05-28,400
3070,5,2024-05-29,500
3071,1,2024-05-30,100
3072,2,2024-05-31,200
3073,3,2024-06-01,300
3074,4,2024-06-02,400
3075,5,2024-06-03,
3076,1,2024-06-04,100
3077,2,2024-06-05,200
,3,2024-06-06,300
3079,4,2024-06-07,400
3080,5,2024-06-08,500
3081,1,2024-06-09,100
3082,2,2024-06-10,200
3083,,2024-06-11,100
3084,4,2024-06-12,400
3085,5,2024-06-13,500
3086,1,2024-06-14,100
3087,2,2024-06-15,200
3088,3,2024-06-16,300
3089,4,2024-06-17,400
3090,5,2024-06-18,500
3091,1,2024-06-19,100
3092,2,2024-06-20,200
3093,3,2024-06-21,300
3094,4,2024-06-22,400
,5,2024-06-23,500
3096,1,2024-06-24,100
3097,2,2024-06-25,200
3098,3,2024-06-26,300
3099,4,2024-06-27,400
3100,5,2024-06-28,500
3101,1,2024-06-29,100
3102,2,2024-06-30,200
3103,3,2024-07-01,300
3104,4,2024-07-02,
3105,5,2024-07-03,500
3106,,2024-07-04,100
3107,2,2024-07-05,200
3108,3,2024-07-06,300
3109,4,2024-07-07,400
3110,5,2024-07-08,500
3111,1,2024-07-09,100
,2,2024-07-10,200
3113,3,2024-07-11,300
3114,4,2024-07-12,400
3115,5,2024-07-13,500
3116,1,2024-07-14,100
3117,2,2024-07-15,200
3118,3,2024-07-16,300
3119,4,2024-07-17,400
3120,5,2024-07-18,500
3121,1,2024-07-19,100
3122,2,2024-07-20,200
3123,3,2024-07-21,300
3124,4,2024-07-22,400
3125,5,2024-07-23,500
3126,1,2024-07-24,100
3127,2,2024-07-25,200
3128,3,2024-07-26,300
,,2024-07-27,100
3130,5,2024-07-28,500
3131,1,2024-07-29,100
3132,2,2024-07-30,200
3133,3,2024-07-31,
3134,4,2024-08-01,400
3135,5,2024-08-02,500
3136,1,2024-08-03,100
3137,2,2024-08-04,200
3138,3,2024-08-05,300
3139,4,2024-08-06,400
3140,5,2024-08-07,500
3141,1,2024-08-08,100
3142,2,2024-08-09,200
3143,3,2024-08-10,300
3144,4,2024-08-11,400
3145,5,2024-08-12,500
,1,2024-08-13,100
3147,2,2024-08-14,200
3148,3,2024-08-15,300
3149,4,2024-08-16,400
3150,5,2024-08-17,500
3151,1,2024-08-18,100
3152,,2024-08-19,100
3153,3,2024-08-20,300
3154,4,2024-08-21,400
3155,5,2024-08-22,500
3156,1,2024-08-23,100
3157,2,2024-08-24,200
3158,3,2024-08-25,300
3159,4,2024-08-26,400
3160,5,2024-08-27,500
3161,1,2024-08-28,100
3162,2,2024-08-29,
,3,2024-08-30,300
3164,4,2024-08-31,400
3165,5,2024-09-01,500
3166,1,2024-09-02,100
3167,2,2024-09-03,200
3168,3,2024-09-04,300
3169,4,2024-09-05,400
3170,5,2024-09-06,500
3171,1,2024-09-07,100
3172,2,2024-09-08,200
3173,3,2024-09-09,300
3174,4,2024-09-10,400
3175,,2024-09-11,100
3176,1,2024-09-12,100
3177,2,2024-09-13,200
3178,3,2024-09-14,300
3179,4,2024-09-15,400
,5,2024-09-16,500
3181,1,2024-09-17,100
3182,2,2024-09-18,200
3183,3,2024-09-19,300
3184,4,2024-09-20,400
3185,5,2024-09-21,500
3186,1,2024-09-22,100
3187,2,2024-09-23,200
3188,3,2024-09-24,300
3189,4,2024-09-25,400
3190,5,2024-09-26,500
3191,1,2024-09-27,
3192,2,2024-09-28,200
3193,3,2024-09-29,300
3194,4,2024-09-30,400
3195,5,2024-10-01,500
3196,1,2024-10-02,100
,2,2024-10-03,200
3198,,2024-10-04,100
3199,4,2024-10-05,400
3200,5,2024-10-06,500
3201,1,2024-10-07,100
3202,2,2024-10-08,200
3203,3,2024-10-09,300
3204,4,2024-10-10,400
3205,5,2024-10-11,500
3206,1,2024-10-12,100
3207,2,2024-10-13,200
3208,3,2024-10-14,300
3209,4,2024-10-15,400
3210,5,2024-10-16,500
3211,1,2024-10-17,100
3212,2,2024-10-18,200
3213,3,2024-10-19,300
,4,2024-10-20,400
3215,5,2024-10-21,500
3216,1,2024-10-22,100
3217,2,2024-10-23,200
3218,3,2024-10-24,300
3219,4,2024-10-25,400
3220,5,2024-10-26,
3221,,2024-10-27,100
3222,2,2024-10-28,200
3223,3,2024-10-29,300
3224,4,2024-10-30,400
3225,5,2024-10-31,500
3226,1,2024-11-01,100
3227,2,2024-11-02,200
3228,3,2024-11-03,300
3229,4,2024-11-04,400
3230,5,2024-11-05,500
,1,2024-11-06,100
3232,2,2024-11-07,200
3233,3,2024-11-08,300
3234,4,2024-11-09,400
3235,5,2024-11-10,500
3236,1,2024-11-11,100
3237,2,2024-11-12,200
3238,3,2024-11-13,300
3239,4,2024-11-14,400
3240,5,2024-11-15,500
3241,1,2024-11-16,100
3242,2,2024-11-17,200
3243,3,2024-11-18,300
3244,,2024-11-19,100
3245,5,2024-11-20,500
3246,1,2024-11-21,100
3247,2,2024-11-22,200
,3,2024-11-23,300
3249,4,2024-11-24,
3250,5,2024-11-25,500
3251,1,2024-11-26,100
3252,2,2024-11-27,200
3253,3,2024-11-28,300
3254,4,2024-11-29,400
3255,5,2024-11-30,500
3256,1,2024-12-01,100
3257,2,2024-12-02,200
3258,3,2024-12-03,300
3259,4,2024-12-04,400
3260,5,2024-12-05,500
3261,1,2024-12-06,100
3262,2,2024-12-07,200
3263,3,2024-12-08,300
3264,4,2024-12-09,400
,5,2024-12-10,500
3266,1,2024-12-11,100
3267,,2024-12-12,100
3268,3,2024-12-13,300
3269,4,2024-12-14,400
3270,5,2024-12-15,500
3271,1,2024-12-16,100
3272,2,2024-12-17,200
3273,3,2024-12-18,300
3274,4,2024-12-19,400
3275,5,2024-12-20,500
3276,1,2024-12-21,100
3277,2,2024-12-22,200
3278,3,2024-12-23,
3279,4,2024-12-24,400
3280,5,2024-12-25,500
3281,1,2024-12-26,100
,2,2024-12-27,200
3283,3,2024-12-28,300
3284,4,2024-12-29,400
3285,5,2024-12-30,500
3286,1,2024-01-01,100
3287,2,2024-01-02,200
3288,3,2024-01-03,300
3289,4,2024-01-04,400
3290,,2024-01-05,100
3291,1,2024-01-06,100
3292,2,2024-01-07,200
3293,3,2024-01-08,300
3294,4,2024-01-09,400
3295,5,2024-01-10,500
3296,1,2024-01-11,100
3297,2,2024-01-12,200
3298,3,2024-01-13,300
,4,2024-01-14,400
3300,5,2024-01-15,500
3301,1,2024-01-16,100
3302,2,2024-01-17,200
3303,3,2024-01-18,300
3304,4,2024-01-19,400
3305,5,2024-01-20,500
3306,1,2024-01-21,100
3307,2,2024-01-22,
3308,3,2024-01-23,300
3309,4,2024-01-24,400
3310,5,2024-01-25,500
3311,1,2024-01-26,100
3312,2,2024-01-27,200
3313,,2024-01-28,100
3314,4,2024-01-29,400
3315,5,2024-01-30,500
,1,2024-01-31,100
3317,2,2024-02-01,200
3318,3,2024-02-02,300
3319,4,2024-02-03,400
3320,5,2024-02-04,500
3321,1,2024-02-05,100
3322,2,2024-02-06,200
3323,3,2024-02-07,300
3324,4,2024-02-08,400
3325,5,2024-02-09,500
3326,1,2024-02-10,100
3327,2,2024-02-11,200
3328,3,2024-02-12,300
3329,4,2024-02-13,400
3330,5,2024-02-14,500
3331,1,2024-02-15,100
3332,2,2024-02-16,200
,3,2024-02-17,300
3334,4,2024-02-18,400
3335,5,2024-02-19,500
3336,,2024-02-20,
3337,2,2024-02-21,200
3338,3,2024-02-22,300
3339,4,2024-02-23,400
3340,5,2024-02-24,500
3341,1,2024-02-25,100
3342,2,2024-02-26,200
3343,3,2024-02-27,300
3344,4,2024-02-28,400
3345,5,2024-02-29,500
3346,1,2024-03-01,100
3347,2,2024-03-02,200
3348,3,2024-03-03,300
3349,4,2024-03-04,400
,5,2024-03-05,500
3351,1,2024-03-06,100
3352,2,2024-03-07,200
3353,3,2024-03-08,300
3354,4,2024-03-09,400
3355,5,2024-03-10,500
3356,1,2024-03-11,100
3357,2,2024-03-12,200
3358,3,2024-03-13,300
3359,,2024-03-14,100
3360,5,2024-03-15,500
3361,1,2024-03-16,100
3362,2,2024-03-17,200
3363,3,2024-03-18,300
3364,4,2024-03-19,400
3365,5,2024-03-20,
3366,1,2024-03-21,100
,2,2024-03-22,200
3368,3,2024-03-23,300
3369,4,2024-03-24,400
3370,5,2024-03-25,500
3371,1,2024-03-26,100
3372,2,2024-03-27,200
3373,3,2024-03-28,300
3374,4,2024-03-29,400
3375,5,2024-03-30,500
3376,1,2024-03-31,100
3377,2,2024-04-01,200
3378,3,2024-04-02,300
3379,4,2024-04-03,400
3380,5,2024-04-04,500
3381,1,2024-04-05,100
3382,,2024-04-06,100
3383,3,2024-04-07,300
,4,2024-04-08,400
3385,5,2024-04-09,500
3386,1,2024-04-10,100
3387,2,2024-04-11,200
3388,3,2024-04-12,300
3389,4,2024-04-13,400
3390,5,2024-04-14,500
3391,1,2024-04-15,100
3392,2,2024-04-16,200
3393,3,2024-04-17,300
3394,4,2024-04-18,
3395,5,2024-04-19,500
3396,1,2024-04-20,100
3397,2,2024-04-21,200
3398,3,2024-04-22,300
3399,4,2024-04-23,400
3400,5,2024-04-24,500
,1,2024-04-25,100
3402,2,2024-04-26,200
3403,3,2024-04-27,300
3404,4,2024-04-28,400
3405,,2024-04-29,100
3406,1,2024-04-30,100
3407,2,2024-05-01,200
3408,3,2024-05-02,300
3409,4,2024-05-03,400
3410,5,2024-05-04,500
3411,1,2024-05-05,100
3412,2,2024-05-06,200
3413,3,2024-05-07,300
3414,4,2024-05-08,400
3415,5,2024-05-09,500
3416,1,2024-05-10,100
3417,2,2024-05-11,200
,3,2024-05-12,300
3419,4,2024-05-13,400
3420,5,2024-05-14,500
3421,1,2024-05-15,100
3422,2,2024-05-16,200
3423,3,2024-05-17,
3424,4,2024-05-18,400
3425,5,2024-05-19,500
3426,1,2024-05-20,100
3427,2,2024-05-21,200
3428,,2024-05-22,100
3429,4,2024-05-23,400
3430,5,2024-05-24,500
3431,1,2024-05-25,100
3432,2,2024-05-26,200
3433,3,2024-05-27,300
3434,4,2024-05-28,400
,5,2024-05-29,500
3436,1,2024-05-30,100
3437,2,2024-05-31,200
3438,3,2024-06-01,300
3439,4,2024-06-02,400
3440,5,2024-06-03,500
3441,1,2024-06-04,100
3442,2,2024-06-05,200
3443,3,2024-06-06,300
3444,4,2024-06-07,400
3445,5,2024-06-08,500
3446,1,2024-06-09,100
3447,2,2024-06-10,200
3448,3,2024-06-11,300
3449,4,2024-06-12,400
3450,5,2024-06-13,500
3451,,2024-06-14,100
,2,2024-06-15,
3453,3,2024-06-16,300
3454,4,2024-06-17,400
3455,5,2024-06-18,500
3456,1,2024-06-19,100
3457,2,2024-06-20,200
3458,3,2024-06-21,300
3459,4,2024-06-22,400
3460,5,2024-06-23,500
3461,1,2024-06-24,100
3462,2,2024-06-25,200
3463,3,2024-06-26,300
3464,4,2024-06-27,400
3465,5,2024-06-28,500
3466,1,2024-06-29,100
3467,2,2024-06-30,200
3468,3,2024-07-01,300
,4,2024-07-02,400
3470,5,2024-07-03,500
3471,1,2024-07-04,100
3472,2,2024-07-05,200
3473,3,2024-07-06,300
3474,,2024-07-07,100
3475,5,2024-07-08,500
3476,1,2024-07-09,100
3477,2,2024-07-10,200
3478,3,2024-07-11,300
3479,4,2024-07-12,400
3480,5,2024-07-13,500
3481,1,2024-07-14,
3482,2,2024-07-15,200
3483,3,2024-07-16,300
3484,4,2024-07-17,400
3485,5,2024-07-18,500
,1,2024-07-19,100
3487,2,2024-07-20,200
3488,3,2024-07-21,300
3489,4,2024-07-22,400
3490,5,2024-07-23,500
3491,1,2024-07-24,100
3492,2,2024-07-25,200
3493,3,2024-07-26,300
3494,4,2024-07-27,400
3495,5,2024-07-28,500
3496,1,2024-07-29,100
3497,,2024-07-30,100
3498,3,2024-07-31,300
3499,4,2024-08-01,400
3500,5,2024-08-02,500
3501,1,2024-08-03,100
3502,2,2024-08-04,200
,3,2024-08-05,300
3504,4,2024-08-06,400
3505,5,2024-08-07,500
3506,1,2024-08-08,100
3507,2,2024-08-09,200
3508,3,2024-08-10,300
3509,4,2024-08-11,400
3510,5,2024-08-12,
3511,1,2024-08-13,100
3512,2,2024-08-14,200
3513,3,2024-08-15,300
3514,4,2024-08-16,400
3515,5,2024-08-17,500
3516,1,2024-08-18,100
3517,2,2024-08-19,200
3518,3,2024-08-20,300
3519,4,2024-08-21,400
,,2024-08-22,100
3521,1,2024-08-23,100
3522,2,2024-08-24,200
3523,3,2024-08-25,300
3524,4,2024-08-26,400
3525,5,2024-08-27,500
3526,1,2024-08-28,100
3527,2,2024-08-29,200
3528,3,2024-08-30,300
3529,4,2024-08-31,400
3530,5,2024-09-01,500
3531,1,2024-09-02,100
3532,2,2024-09-03,200
3533,3,2024-09-04,300
3534,4,2024-09-05,400
3535,5,2024-09-06,500
3536,1,2024-09-07,100
,2,2024-09-08,200
3538,3,2024-09-09,300
3539,4,2024-09-10,
3540,5,2024-09-11,500
3541,1,2024-09-12,100
3542,2,2024-09-13,200
3543,,2024-09-14,100
3544,4,2024-09-15,400
3545,5,2024-09-16,500
3546,1,2024-09-17,100
3547,2,2024-09-18,200
3548,3,2024-09-19,300
3549,4,2024-09-20,400
3550,5,2024-09-21,500
3551,1,2024-09-22,100
3552,2,2024-09-23,200
3553,3,2024-09-24,300
,4,2024-09-25,400
3555,5,2024-09-26,500
3556,1,2024-09-27,100
